Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
3263607,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.",,,,5,Ballantine Books,Mass Market Paperback,527,1973,1954,4/15/2022,5/11/2022,,,read,,,,1,0
222910,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,"Tolkien, J.R.R.",,,,5,Ballantine Books,Mass Market Paperback,447,1973,1954,5/11/2022,5/11/2022,,,read,,,,1,0
838729,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,"Tolkien, J.R.R.",,0345240340,9780345240347,5,Ballantine Books,Mass Market Paperback,385,1974,1955,7/24/2022,5/11/2022,,,read,,,,1,0
12453178,"Sacred Symbols: Finding Meaning in Rites, Rituals and Ordinances",Alonzo L. Gaskill,"Gaskill, Alonzo L.",,159955965X,9781599559650,4,"Cedar Fort, Incorporated/C F I Distribution",Hardcover,320,2011,2011,8/9/2022,5/11/2022,,,read,,,,1,0
10131648,The Greater Journey: Americans in Paris,David McCullough,"McCullough, David",,1416571760,9781416571766,5,Simon & Schuster Adult Publishing Group,Hardcover,558,2011,2011,8/9/2022,8/9/2022,,,read,,,,1,0
30259180,The Tech-Wise Family: Everyday Steps for Putting Technology in Its Proper Place,Andy Crouch,"Crouch, Andy",,0801018668,9780801018664,4,Baker Books,Hardcover,224,2017,2017,8/15/2022,8/9/2022,,,read,,,,1,0
113576,The Smartest Guys in the Room: The Amazing Rise and Scandalous Fall of Enron,Bethany McLean,"McLean, Bethany",Peter Elkind,1591840538,9781591840534,4,Portfolio Trade,Paperback,440,2004,2003,10/13/2022,10/12/2022,,,read,,,,1,0
54493401,Project Hail Mary,Andy Weir,"Weir, Andy",,0593135202,9780593135204,5,Ballantine Books,Hardcover,476,2021,2021,11/4/2022,10/22/2022,,,read,,,,2,0
57347786,Powers and Thrones: A New History of the Middle Ages,Dan Jones,"Jones, Dan",,198488087X,9781984880871,5,Viking,Hardcover,636,2021,2021,12/2/2022,10/22/2022,,,read,Incredible book that really helps develop a framework for understanding the period of time from the fall of the Romans (and a little before) to the Reformation and Renaissance. Dan Jones is an incredible historian and story teller. Definitely worth reading if you love European history. ,,,1,0
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,0060935464,9780060935467,5,Harper Perennial Modern Classics ,Paperback,323,2006,1960,1/16/2023,12/14/2022,,,read,,,,2,0
30257963,12 Rules for Life: An Antidote to Chaos,Jordan B. Peterson,"Peterson, Jordan B.",,0345816021,9780345816023,4,Random House Canada,Hardcover,409,2018,2018,1/30/2023,12/31/2023,,,read,,,,1,0
3109,The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,"Pollan, Michael",,1594200823,9781594200823,4,The Penguin Press,Hardcover,450,2006,2006,2/4/2023,1/28/2023,,,read,,,,1,0
679418,Cable Cowboy,Mark Robichaux,"Robichaux, Mark",,047170637X,9780471706373,0,Wiley,Paperback,336,2005,2002,2/28/2023,8/11/2018,,,read,,,,1,0
43848929,Talking to Strangers: What We Should Know About the People We Don't Know,Malcolm Gladwell,"Gladwell, Malcolm",,0316478520,9780316478526,4,"Little, Brown and Company",Hardcover,388,2019,2019,4/30/2023,12/31/2023,,,read,,,,1,0
16003806,"The Child Whisperer: The Ultimate Handbook for Raising Happy, Successful, Cooperative Children",Carol Tuttle,"Tuttle, Carol",,9780984402,,3,Live Your Truth Press,Paperback,432,2012,2012,6/25/2023,2/6/2023,,,read,,,,1,0
44318414,The Dutch House,Ann Patchett,"Patchett, Ann",,0062963678,9780062963673,4,Harper,Hardcover,337,2019,2019,6/30/2023,12/31/2023,,,read,,,,1,0
61153739,Outlive: The Science & Art of Longevity,Peter Attia,"Attia, Peter",Bill Gifford,0593236599,9780593236598,5,Harmony,Hardcover,496,2023,2023,7/31/2023,12/31/2023,,,read,,,,1,0
43868109,Empire of Pain: The Secret History of the Sackler Dynasty,Patrick Radden Keefe,"Keefe, Patrick Radden",,0385545681,9780385545686,5,Doubleday,Hardcover,535,2021,2021,8/30/2023,12/31/2023,,,read,,,,1,0
57815392,The Box: How the Shipping Container Made the World Smaller and the World Economy Bigger,Marc Levinson,"Levinson, Marc",,,,4,Princeton University Press,Paperback,544,2016,2006,9/30/2023,12/31/2023,,,read,,,,1,0
18254,Oliver Twist,Charles Dickens,"Dickens, Charles",Philip Horne,,,5,Penguin Books,Paperback,608,2003,1838,10/30/2023,12/31/2023,,,read,,,,1,0
161361,"The Christmas Box (The Christmas Box, #1)",Richard Paul Evans,"Evans, Richard Paul",,0684832356,9780684832357,3,Simon & Schuster,Hardcover,128,1996,1993,12/15/2023,12/31/2023,,,read,,,,1,0
71619,The Emperors of Chocolate: Inside the Secret World of Hershey and Mars,Joël Glenn Brenner,"Brenner, Joël Glenn",,0767904575,9780767904575,5,Broadway Books,Paperback,367,2000,1998,12/29/2023,1/16/2023,,,read,,,,1,0
2199,Team of Rivals: The Political Genius of Abraham Lincoln,Doris Kearns Goodwin,"Goodwin, Doris Kearns",,,,5,Simon & Schuster,Paperback,916,2006,2005,1/28/2024,12/31/2023,,,read,,,,1,0
34066798,A Gentleman in Moscow,Amor Towles,"Towles, Amor",,,,5,Penguin Books,Paperback,495,2019,2016,3/4/2024,2/27/2024,,,read,,,,1,0
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,0743273567,9780743273565,3,Scribner,Paperback,180,2025,1925,3/11/2024,3/4/2024,,,read,,,,1,0
51187948,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",Erik Larson,"Larson, Erik",,038534872X,9780385348720,5,Crown ,Kindle Edition,546,2020,2020,3/28/2024,3/11/2024,,,read,,,,1,0
571194,Last Seen Wearing,Hillary Waugh,"Waugh, Hillary",,0330389890,9780330389891,3,Pan,Paperback,272,1999,1952,4/29/2024,12/31/2023,,,read,,,,1,0
8532,Decider,Dick Francis,"Francis, Dick",,042519938X,9780425199381,3,G.P. Putnam's Sons,Mass Market Paperback,341,2004,1993,5/21/2024,4/29/2024,,,read,,,,1,0
7144,Crime and Punishment,Fyodor Dostoevsky,"Dostoevsky, Fyodor","David McDuff, Joseph Frank, Fyodor Dostoyevsky",,,2,Penguin,Paperback,671,2002,1866,5/25/2024,10/12/2022,,,read,"Once you start, it's quite the commitment. I routinely read long books, but russian literature with 5 names for every character is craziness. Someone needs to condense this and replace all nicknames, last name use, etc. with just a single name and then it will be about 400% easier to follow and enjoy. Painful book, I'd recommend the cliff notes to 99% of people vs. reading the book. Took me 1.5 years to read!!",,,1,0
32109569,"We Are Legion (We Are Bob) (Bobiverse, #1)",Dennis E. Taylor,"Taylor, Dennis E.",,,,4,Worldbuilders Press,Kindle Edition,322,2016,2016,6/19/2024,6/16/2024,,,read,,,,1,0
18077903,"Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration",Ed Catmull,"Catmull, Ed",Amy    Wallace,0812993012,9780812993011,5,Random House,Hardcover,368,2014,2014,7/5/2024,6/26/2024,,,read,,,,1,0
46263944,"American Sherlock: Murder, Forensics, and the Birth of American CSI",Kate Winkler Dawson,"Dawson, Kate Winkler",,0525539557,9780525539551,4,G.P. Putnam's Sons,Hardcover,336,2020,2020,7/20/2024,7/5/2024,,,read,,,,1,0
213134202,"The Conquer Code: Unlocking Success Through Failure, Faith, and Family",Trevor Farnes,"Farnes, Trevor",,1957616725,9781957616728,5,Fedd Books,Hardcover,232,2024,,7/29/2024,7/20/2024,,,read,,,,1,0
101160634,Making It So,Patrick   Stewart,"Stewart, Patrick",,1982167734,9781982167738,5,Gallery Books,Hardcover,469,2023,2023,8/24/2024,8/21/2024,,,read,,,,1,0
3559,From Beirut to Jerusalem,Thomas L. Friedman,"Friedman, Thomas L.",,0385413726,9780385413725,5,Anchor,Paperback,541,1995,1989,9/19/2024,3/24/2019,,,read,,,,1,0
50623864,The Invisible Life of Addie LaRue,V.E. Schwab,"Schwab, V.E.",Victoria Schwab,0765387565,9780765387561,1,Tor Books,Hardcover,448,2020,2020,9/24/2024,9/12/2024,,,read,,,,1,0
197613612,A Necessary Lie: Escape for Freedom and Love,Doohyun Kim,"Kim, Doohyun",Jiyeon Maeng,,,5,,Kindle Edition,439,2023,,10/6/2024,9/12/2024,,,read,,,,1,0
19057,I Am the Messenger,Markus Zusak,"Zusak, Markus",,,,5,Alfred A. Knopf Borzoi Books,Paperback,357,2006,2002,10/6/2024,10/1/2024,,,read,,,,1,0
153747,"Moby-Dick or, The Whale",Herman Melville,"Melville, Herman","Andrew Delbanco, Tom Quirk",0142437247,9780142437247,4,Penguin Classics ,Paperback,720,2003,1851,11/25/2024,9/24/2024,,,read,,,,1,0
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,,,5,Alfred A. Knopf,Kindle Edition,592,2006,2005,12/10/2024,11/25/2024,,,read,,,,1,0
18774964,A Man Called Ove,Fredrik Backman,"Backman, Fredrik",Henning Koch,1476738017,9781476738017,5,Atria Books,Hardcover,337,2014,2012,12/19/2024,12/12/2024,,,read,,,,1,0
196848596,Good Energy: The Surprising Connection Between Metabolism and Limitless Health,Casey Means,"Means, Casey",Calley Means,0593712641,9780593712641,5,Avery,Hardcover,400,2024,2024,1/10/2025,1/9/2025,,,read,,,,1,0
60465539,Muppets in Moscow: The Unexpected Crazy True Story of Making Sesame Street in Russia,Natasha Lance Rogoff,"Rogoff, Natasha Lance",,1538161281,9781538161289,5,Rowman & Littlefield Publishers,Hardcover,267,2022,2022,1/14/2025,1/9/2025,,,read,,,,1,0
32301946,Churchill and Orwell: The Fight for Freedom,Thomas E. Ricks,"Ricks, Thomas E.",,1594206139,9781594206139,5,Penguin Pr,Hardcover,352,2017,2017,2/4/2025,1/27/2025,,,read,,,,1,0
40611510,The Last Lecture,Randy Pausch,"Pausch, Randy",Jeffrey Zaslow,,,5,Hachette Books,Kindle Edition,217,2008,2008,2/10/2025,2/6/2025,,,read,,,,1,0
16121,"Titan: The Life of John D. Rockefeller, Sr.",Ron Chernow,"Chernow, Ron",,1400077303,9781400077304,5,Vintage,Paperback,832,2004,1998,3/4/2025,7/14/2019,,,read,,,,1,0
3561809,Ayn Rand and the World She Made,Anne C. Heller,"Heller, Anne C.",,0385513992,9780385513999,5,Nan A. Talese,Hardcover,568,2009,2009,3/21/2025,3/7/2025,,,read,,,,1,0
30659,Meditations,Marcus Aurelius,"Aurelius, Marcus",Martin Hammond,0140449337,9780140449334,4,Penguin Books,Paperback,254,2006,180,3/27/2025,3/21/2025,,,read,,,,1,0
21787,The Princess Bride,William Goldman,"Goldman, William",,0345418263,9780345418265,5,Ballantine Books,Paperback,429,2003,1973,3/28/2025,8/11/2018,,,read,,,,1,0
213034913,Source Code: My Beginnings,Bill  Gates,"Gates, Bill",,059380158X,9780593801581,5,Knopf,Hardcover,336,2025,2025,4/10/2025,3/28/2025,,,read,,,,1,0
171681821,The Anxious Generation: How the Great Rewiring of Childhood Caused an Epidemic of Mental Illness,Jonathan Haidt,"Haidt, Jonathan",,0593655036,9780593655030,4,Penguin Press,Hardcover,385,2024,2024,4/24/2025,3/21/2025,,,read,,,,1,0
4069,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.","Ilse Lasch, William J. Winslade, Harold S. Kushner",080701429X,9780807014295,4,Beacon Press,Paperback,165,2006,1946,4/29/2025,12/31/2024,,,read,,,,1,0
